ID,FLIGHT_DATE,FLIGHT_NUMBER,CORRELATION_ID,OPERATION_TYPE,METER_ID,METER_LOCATION,METER_TYPE,METER_STATUS,METER_START_TIME,METER_START_READING,METER_STATUS,METER_END_TIME,METER_END_READING,UNIT_OF_MEASUREMENT,AEROBILL_REMARK,RECONCILIATION_REQUIRED
16731,01-06-2026,6E5247,483865,ARR,FGP12L,G12L,FGP,ON,2026-06-01 17:13:00,6230.8,OFF,2026-06-01 17:49:00,6241.6,KWH,,NO
16732,01-06-2026,6E5247,483864,ARR,PCA12L,G12L,PCA,ON,2026-06-01 17:17:00,3542.3,OFF,2026-06-01 17:45:00,3571.1,KWH,,NO
16733,01-06-2026,6E5247,483886,ARR,FGP12L,G12L,FGP,ON,2026-06-01 18:15:00,6241.6,OFF,2026-06-01 18:36:00,6247.1,KWH,,NO
16734,01-06-2026,6E5247,483885,ARR,PCA12L,G12L,PCA,ON,2026-06-01 18:17:00,3571.2,OFF,2026-06-01 18:36:00,3590.3,KWH,,NO
16735,01-06-2026,6E737,483930,ARR,FGP13L,G13L,FGP,ON,2026-06-01 19:49:00,246.5,OFF,2026-06-01 20:24:00,250.3,KWH,,NO
16736,01-06-2026,6E2041,483933,ARR,PCA13R,G13R,PCA,ON,2026-06-01 19:56:00,1424.8,OFF,2026-06-01 20:33:00,1461.3,KWH,Not used: FGP,YES
16737,02-06-2026,6E753,484052,ARR,FGP12L,G12L,FGP,ON,2026-06-01 22:31:00,6247.1,OFF,2026-06-02 07:31:00,6279.3,KWH,Not used: PCA,YES
16738,01-06-2026,6E737,484044,ARR,FGP13L,G13L,FGP,ON,2026-06-02 00:35:00,250.3,OFF,2026-06-02 07:02:00,314.9,KWH,,NO
16739,01-06-2026,6E737,484011,ARR,PCA13L,G13L,PCA,ON,2026-06-02 05:40:00,6286.5,OFF,2026-06-02 05:40:00,6286.5,KWH,,NO
16740,01-06-2026,6E737,484045,ARR,PCA13L,G13L,PCA,ON,2026-06-02 05:43:00,6286.7,OFF,2026-06-02 07:05:00,6366,KWH,,NO
16741,02-06-2026,6E955,484033,ARR,PCA13R,G13R,PCA,ON,2026-06-02 05:58:00,1461.6,OFF,2026-06-02 06:40:00,1504.7,KWH,Not used: FGP,YES
16742,02-06-2026,6E2122,484100,ARR,FGP13L,G13L,FGP,ON,2026-06-02 10:07:00,314.9,OFF,2026-06-02 10:53:00,328.4,KWH,,NO
16743,02-06-2026,6E2122,484099,ARR,PCA13L,G13L,PCA,ON,2026-06-02 10:13:00,6369.2,OFF,2026-06-02 10:52:00,6416.9,KWH,,NO
16744,02-06-2026,6E5018,484097,ARR,FGP12L,G12L,FGP,ON,2026-06-02 10:24:00,6279.3,OFF,2026-06-02 10:47:00,6283,KWH,,NO
16745,02-06-2026,6E5018,484093,ARR,PCA12L,G12L,PCA,ON,2026-06-02 10:27:00,3600.9,OFF,2026-06-02 10:36:00,3610.2,KWH,,NO
16746,,,484460,,FGP12L,G12L,FGP,ON,2026-06-02 14:22:00,6283,OFF,2026-06-03 07:51:00,6337.8,KWH,,NO
16747,03-06-2026,6E2148,484457,ARR,PCA12L,G12L,PCA,ON,2026-06-03 07:08:00,3636.6,OFF,2026-06-03 07:49:00,3673.8,KWH,Not used: FGP,YES
16748,02-06-2026,6E2139,484291,ARR,PCA13R,G13R,PCA,ON,2026-06-02 19:05:00,1505.1,OFF,2026-06-02 19:43:00,1542.1,KWH,Not used: FGP,YES
16749,03-06-2026,6E6093,484445,ARR,FGP13L,G13L,FGP,ON,2026-06-02 21:38:00,328.4,OFF,2026-06-03 06:54:00,365.7,KWH,,NO
16750,03-06-2026,6E2084,484430,ARR,PCA13R,G13R,PCA,ON,2026-06-03 05:00:00,1542.1,OFF,2026-06-03 06:06:00,1600.3,KWH,Not used: FGP,YES
16751,03-06-2026,6E6093,484444,ARR,PCA13L,G13L,PCA,ON,2026-06-03 06:00:00,6416.9,OFF,2026-06-03 06:52:00,6466.2,KWH,,NO
16752,03-06-2026,6E5108,484490,ARR,FGP13L,G13L,FGP,ON,2026-06-03 09:18:00,365.7,OFF,2026-06-03 10:19:00,385.7,KWH,,NO
16753,03-06-2026,6E5108,484488,ARR,PCA13L,G13L,PCA,ON,2026-06-03 09:23:00,6468,OFF,2026-06-03 10:18:00,6529.5,KWH,,NO
16754,03-06-2026,6E6840,484543,ARR,FGP12L,G12L,FGP,ON,2026-06-03 11:12:00,6337.8,OFF,2026-06-03 12:22:00,6357.1,KWH,,NO
16755,03-06-2026,6E6840,484542,ARR,PCA12L,G12L,PCA,ON,2026-06-03 11:13:00,3673.8,OFF,2026-06-03 12:21:00,3738.8,KWH,,NO
16756,03-06-2026,6E6079,484559,ARR,FGP13L,G13L,FGP,ON,2026-06-03 12:26:00,385.7,OFF,2026-06-03 12:57:00,396.2,KWH,Not used: PCA,YES
16757,,,484562,,PCA13L,G13L,PCA,ON,2026-06-03 12:33:00,6532.1,OFF,2026-06-03 13:01:00,11.7,KWH,,NO
16758,03-06-2026,6E792,484600,ARR,PCA13R,G13R,PCA,ON,2026-06-03 14:07:00,1600.3,OFF,2026-06-03 14:37:00,1634,KWH,Not used: FGP,YES
16759,04-06-2026,6E829,485094,ARR,FGP12L,G12L,FGP,ON,2026-06-03 22:18:00,6364.8,OFF,2026-06-04 08:13:00,6437.2,KWH,,NO
16760,04-06-2026,6E829,485093,ARR,PCA12L,G12L,PCA,ON,2026-06-04 07:26:00,3761.1,OFF,2026-06-04 08:12:00,3805.5,KWH,,NO
16761,03-06-2026,6E5338,484709,ARR,PCA11R,G11R,PCA,ON,2026-06-03 16:15:00,2848.2,OFF,2026-06-03 17:02:00,2903.9,KWH,"Not used: FGP, PBB",YES
16762,03-06-2026,6E5302,484717,ARR,FGP13L,G13L,FGP,ON,2026-06-03 16:31:00,396.2,OFF,2026-06-03 17:13:00,409.4,KWH,,NO
16763,03-06-2026,6E5302,484716,ARR,PCA13L,G13L,PCA,ON,2026-06-03 16:34:00,12,OFF,2026-06-03 17:11:00,57.8,KWH,,NO
16764,03-06-2026,6E5157,484823,ARR,FGP13L,G13L,FGP,ON,2026-06-03 20:13:00,419.1,OFF,2026-06-03 20:55:00,428.9,KWH,,NO
16765,03-06-2026,6E5157,484820,ARR,PCA13L,G13L,PCA,ON,2026-06-03 20:24:00,98.2,OFF,2026-06-03 20:52:00,137.1,KWH,,NO
16766,03-06-2026,6E163,484857,ARR,PCA13R,G13R,PCA,ON,2026-06-03 21:46:00,1668.4,OFF,2026-06-03 22:10:00,1690.8,KWH,Not used: FGP,YES
16767,04-06-2026,6E5018,485239,ARR,FGP13L,G13L,FGP,ON,2026-06-04 10:15:00,459.5,OFF,2026-06-04 11:32:00,478.9,KWH,,NO
16768,04-06-2026,6E2084,485037,ARR,PCA11R,G11R,PCA,ON,2026-06-04 04:54:00,2903.9,OFF,2026-06-04 05:48:00,2961.9,KWH,"Not used: FGP, PBB",YES
16769,04-06-2026,6E2167,485028,ARR,PCA13R,G13R,PCA,ON,2026-06-04 05:00:00,1690.8,OFF,2026-06-04 05:02:00,1692.2,KWH,Not used: FGP,YES
16770,04-06-2026,6E2167,485045,ARR,PCA13R,G13R,PCA,ON,2026-06-04 05:02:00,1692.2,OFF,2026-06-04 06:11:00,1756.3,KWH,Not used: FGP,YES
16771,04-06-2026,6E5018,485242,ARR,PCA13L,G13L,PCA,ON,2026-06-04 10:20:00,212.2,OFF,2026-06-04 11:37:00,302.5,KWH,,NO
16772,04-06-2026,6E198,485350,ARR,PCA11R,G11R,PCA,ON,2026-06-04 17:02:00,2961.9,OFF,2026-06-04 17:50:00,3019.3,KWH,,NO
16773,04-06-2026,6E2041,485423,ARR,FGP12L,G12L,FGP,ON,2026-06-04 19:25:00,6437.2,OFF,2026-06-04 20:11:00,6453.3,KWH,,NO
16774,04-06-2026,6E2041,485419,ARR,PCA12L,G12L,PCA,ON,2026-06-04 19:26:00,3805.8,OFF,2026-06-04 20:09:00,3847.5,KWH,,NO
16775,05-06-2026,6E2084,485499,ARR,FGP12L,G12L,FGP,ON,2026-06-04 22:26:00,6453.3,OFF,2026-06-05 01:57:00,6492.8,KWH,Not used: PCA,YES
16776,05-06-2026,6E2252,485540,ARR,FGP12R,G12R,FGP,ON,2026-06-04 22:40:00,509.7,OFF,2026-06-05 05:43:00,543,KWH,,NO
16777,05-06-2026,6E2071,485503,ARR,FGP11L,G11L,FGP,ON,2026-06-04 23:14:00,5111.3,OFF,2026-06-05 02:24:00,5138.5,KWH,,NO
16778,05-06-2026,6E2133,485533,ARR,FGP11R,G11R,FGP,ON,2026-06-04 23:17:00,5660.4,OFF,2026-06-05 04:58:00,5701.6,KWH,Not used: PCA,YES
16779,05-06-2026,6E2084,485560,ARR,PBB12L,G12L,PBB,ON,2026-06-05 02:23:00,0,OFF,2026-06-05 06:34:00,0,NULL,Not used: PCA,YES
16780,05-06-2026,6E955,485529,ARR,FGP10R,G10R,FGP,ON,2026-06-05 03:31:00,4393.7,OFF,2026-06-05 04:40:00,4407.9,KWH,,NO
16781,05-06-2026,6E955,485528,ARR,PCA10R,G10R,PCA,ON,2026-06-05 03:48:00,236.1,OFF,2026-06-05 04:40:00,293.3,KWH,,NO
16782,05-06-2026,6E2071,485541,ARR,PCA11L,G11L,PCA,ON,2026-06-05 04:46:00,1479.3,OFF,2026-06-05 05:47:00,1545.4,KWH,,NO
16783,05-06-2026,6E6360,485562,ARR,PCA18,G18,PCA,ON,2026-06-05 05:31:00,3621,OFF,2026-06-05 06:44:00,3694.3,KWH,,NO
16784,05-06-2026,6E2167,485569,ARR,PCA14,G14,PCA,ON,2026-06-05 05:34:00,6001,OFF,2026-06-05 06:51:00,6095.5,KWH,,NO
16785,05-06-2026,6E6093,485576,ARR,PCA16,G16,PCA,ON,2026-06-05 05:41:00,2276.4,OFF,2026-06-05 07:05:00,2361.7,KWH,,NO
16786,05-06-2026,6E6093,485579,ARR,PBB16,G16,PBB,ON,2026-06-05 05:49:00,0,OFF,2026-06-05 07:10:00,0,NULL,,NO
16787,05-06-2026,QP2002,485547,ARR,PBB17,G17,PBB,ON,2026-06-05 05:52:00,0,OFF,2026-06-05 05:53:00,0,NULL,,NO
16788,05-06-2026,QP2002,485578,ARR,PBB17,G17,PBB,ON,2026-06-05 05:53:00,0,OFF,2026-06-05 07:09:00,0,NULL,,NO
16789,05-06-2026,QP2002,485575,ARR,FGP17,G17,FGP,ON,2026-06-05 05:56:00,1051,OFF,2026-06-05 07:04:00,1066,KWH,,NO
16790,05-06-2026,6E2252,485568,ARR,PBB12R,G12R,PBB,ON,2026-06-05 05:55:00,0,OFF,2026-06-05 06:49:00,0,NULL,,NO
16791,05-06-2026,QP2002,485574,ARR,PCA17,G17,PCA,ON,2026-06-05 05:56:00,1116,OFF,2026-06-05 07:02:00,1201,KWH,,NO
16792,05-06-2026,QP2020,485582,ARR,PBB13L,G13L,PBB,ON,2026-06-05 06:08:00,0,OFF,2026-06-05 07:22:00,0,NULL,,NO
16793,05-06-2026,6E2084,485561,ARR,FGP12L,G12L,FGP,ON,2026-06-05 02:34:00,6492.8,OFF,2026-06-05 06:35:00,6529.4,KWH,Not used: PCA,YES
16794,05-06-2026,6E2071,485545,ARR,FGP11L,G11L,FGP,ON,2026-06-05 02:37:00,5138.5,OFF,2026-06-05 05:50:00,5160.1,KWH,,NO
16795,05-06-2026,6E5108,485612,ARR,PCA11R,G11R,PCA,ON,2026-06-05 09:31:00,3084.5,OFF,2026-06-05 10:13:00,3134.2,KWH,,NO
16796,05-06-2026,QP2020,485581,ARR,FGP13L,G13L,FGP,ON,2026-06-05 06:17:00,517.5,OFF,2026-06-05 07:20:00,531.2,KWH,,NO
16797,05-06-2026,QP2020,485580,ARR,PCA13L,G13L,PCA,ON,2026-06-05 06:21:00,364.5,OFF,2026-06-05 07:18:00,438.3,KWH,,NO
16798,05-06-2026,QP2026,485583,ARR,PBB10R,G10R,PBB,ON,2026-06-05 06:45:00,0,OFF,2026-06-05 07:45:00,0,NULL,,NO
16799,05-06-2026,QP2026,485638,ARR,FGP10R,G10R,FGP,ON,2026-06-05 06:49:00,4407.9,OFF,2026-06-05 11:00:00,4451.9,KWH,,NO
16800,05-06-2026,6E2148,485585,ARR,PCA15,G15,PCA,ON,2026-06-05 06:58:00,538.6,OFF,2026-06-05 07:48:00,594.9,KWH,,NO
16801,06-06-2026,6E6279,486046,ARR,PCA12L,G12L,PCA,ON,2026-06-06 05:28:00,3910,OFF,2026-06-06 06:45:00,3986.2,KWH,,NO
16802,05-06-2026,6E2252,485566,ARR,FGP12R,G12R,FGP,ON,2026-06-05 05:57:00,543,OFF,2026-06-05 06:49:00,559.7,KWH,,NO
16803,05-06-2026,6E2252,485565,ARR,PCA12R,G12R,PCA,ON,2026-06-05 06:00:00,108.5,OFF,2026-06-05 06:48:00,160.5,KWH,,NO
16804,05-06-2026,QP2026,485630,ARR,PBB10R,G10R,PBB,ON,2026-06-05 07:45:00,0,OFF,2026-06-05 10:57:00,0,NULL,,NO
16805,05-06-2026,QP1831,485602,ARR,PBB17,G17,PBB,ON,2026-06-05 09:06:00,0,OFF,2026-06-05 09:45:00,0,NULL,,NO
16806,05-06-2026,QP1831,485600,ARR,FGP17,G17,FGP,ON,2026-06-05 09:07:00,1066,OFF,2026-06-05 09:39:00,1072.2,KWH,,NO
16807,05-06-2026,QP1831,485599,ARR,PCA17,G17,PCA,ON,2026-06-05 09:10:00,1201,OFF,2026-06-05 09:36:00,1233.6,KWH,,NO
16808,05-06-2026,6E6470,485605,ARR,FGP15,G15,FGP,ON,2026-06-05 09:10:00,490.8,OFF,2026-06-05 09:50:00,503.3,KWH,,NO
16809,05-06-2026,6E6470,485608,ARR,PBB15,G15,PBB,ON,2026-06-05 09:10:00,0,OFF,2026-06-05 09:53:00,0,NULL,,NO
16810,05-06-2026,6E6470,485606,ARR,PCA15,G15,PCA,ON,2026-06-05 09:13:00,595,OFF,2026-06-05 09:50:00,642.8,KWH,,NO
16811,05-06-2026,6E5108,485619,ARR,PBB11R,G11R,PBB,ON,2026-06-05 09:27:00,0,OFF,2026-06-05 10:23:00,0,NULL,,NO
16812,05-06-2026,6E5108,485614,ARR,FGP11R,G11R,FGP,ON,2026-06-05 09:28:00,5701.6,OFF,2026-06-05 10:14:00,5715.3,KWH,,NO
16813,05-06-2026,QP2026,485637,ARR,PCA10R,G10R,PCA,ON,2026-06-05 09:40:00,293.3,OFF,2026-06-05 11:00:00,395.1,KWH,,NO
16814,,,485604,,PCA10L,G10L,PCA,ON,2026-06-05 09:46:00,234.2,OFF,2026-06-05 09:49:00,236.1,KWH,,NO
16815,05-06-2026,6E2046,485622,ARR,PBB14,G14,PBB,ON,2026-06-05 09:53:00,0,OFF,2026-06-05 10:38:00,0,NULL,,NO
16816,05-06-2026,6E2046,485621,ARR,FGP14,G14,FGP,ON,2026-06-05 09:54:00,287.8,OFF,2026-06-05 10:34:00,300.4,KWH,,NO
16817,05-06-2026,6E2046,485620,ARR,PCA14,G14,PCA,ON,2026-06-05 09:56:00,6095.6,OFF,2026-06-05 10:31:00,6143.7,KWH,,NO
16818,05-06-2026,6E5018,485632,ARR,FGP17,G17,FGP,ON,2026-06-05 10:13:00,1072.2,OFF,2026-06-05 10:58:00,1084.4,KWH,,NO
16819,05-06-2026,6E5018,485639,ARR,PBB17,G17,PBB,ON,2026-06-05 10:12:00,0,OFF,2026-06-05 11:02:00,0,NULL,,NO
16820,05-06-2026,6E5018,485628,ARR,PCA17,G17,PCA,ON,2026-06-05 10:15:00,1234,OFF,2026-06-05 10:57:00,1286.9,KWH,,NO
16821,05-06-2026,6E295,485635,ARR,PBB16,G16,PBB,ON,2026-06-05 10:15:00,0,OFF,2026-06-05 10:59:00,0,NULL,,NO
16822,05-06-2026,6E295,485634,ARR,FGP16,G16,FGP,ON,2026-06-05 10:16:00,1238.1,OFF,2026-06-05 10:58:00,1249.9,KWH,,NO
16823,05-06-2026,6E295,485633,ARR,PCA16,G16,PCA,ON,2026-06-05 10:19:00,2362,OFF,2026-06-05 10:58:00,2403.9,KWH,,NO
16824,05-06-2026,6E2086,485648,ARR,PBB15,G15,PBB,ON,2026-06-05 10:44:00,0,OFF,2026-06-05 11:42:00,0,NULL,,NO
16825,05-06-2026,6E2086,485644,ARR,FGP15,G15,FGP,ON,2026-06-05 10:44:00,503.3,OFF,2026-06-05 11:29:00,514.4,KWH,,NO
16826,05-06-2026,6E2086,485643,ARR,PCA15,G15,PCA,ON,2026-06-05 10:46:00,642.9,OFF,2026-06-05 11:28:00,699,KWH,,NO
16827,05-06-2026,6E2122,485647,ARR,PBB12R,G12R,PBB,ON,2026-06-05 10:57:00,0,OFF,2026-06-05 11:36:00,0,NULL,,NO
16828,05-06-2026,6E2122,485646,ARR,FGP12R,G12R,FGP,ON,2026-06-05 10:58:00,559.8,OFF,2026-06-05 11:36:00,570.2,KWH,,NO
16829,05-06-2026,6E2122,485645,ARR,PCA12R,G12R,PCA,ON,2026-06-05 11:00:00,160.5,OFF,2026-06-05 11:35:00,198.2,KWH,,NO
16830,05-06-2026,6E6840,485655,ARR,FGP14,G14,FGP,ON,2026-06-05 11:16:00,300.4,OFF,2026-06-05 12:23:00,318.3,KWH,Not used: PBB,YES
16831,,,485657,,PBB14,G14,PBB,ON,2026-06-05 11:15:00,0,OFF,2026-06-05 12:26:00,0,NULL,,NO
16832,05-06-2026,6E6840,485652,ARR,PCA14,G14,PCA,ON,2026-06-05 11:18:00,6144.5,OFF,2026-06-05 12:21:00,6231.3,KWH,Not used: PBB,YES
16833,05-06-2026,6E533,485668,ARR,PBB16,G16,PBB,ON,2026-06-05 12:07:00,0,OFF,2026-06-05 12:55:00,0,NULL,,NO
16834,05-06-2026,6E533,485664,ARR,FGP16,G16,FGP,ON,2026-06-05 12:08:00,1249.9,OFF,2026-06-05 12:47:00,1261.8,KWH,,NO
16835,05-06-2026,6E533,485663,ARR,PCA16,G16,PCA,ON,2026-06-05 12:09:00,2404.2,OFF,2026-06-05 12:46:00,2447,KWH,,NO
16836,05-06-2026,QP2018,485691,ARR,PBB17,G17,PBB,ON,2026-06-05 12:22:00,0,OFF,2026-06-05 13:55:00,0,NULL,,NO
16837,05-06-2026,QP2018,485690,ARR,FGP17,G17,FGP,ON,2026-06-05 12:22:00,1084.4,OFF,2026-06-05 13:54:00,1105.5,KWH,,NO
16838,05-06-2026,QP2018,485687,ARR,PCA17,G17,PCA,ON,2026-06-05 12:23:00,1286.9,OFF,2026-06-05 13:53:00,1413.9,KWH,,NO
16839,05-06-2026,6E2719,485676,ARR,PBB13L,G13L,PBB,ON,2026-06-05 12:32:00,0,OFF,2026-06-05 13:20:00,0,NULL,,NO
16840,05-06-2026,6E2719,485674,ARR,FGP13L,G13L,FGP,ON,2026-06-05 12:32:00,531.2,OFF,2026-06-05 13:16:00,544.4,KWH,,NO
16841,05-06-2026,6E2719,485675,ARR,PCA13L,G13L,PCA,ON,2026-06-05 12:36:00,439,OFF,2026-06-05 13:19:00,484.8,KWH,,NO
16845,05-06-2026,6E226,485677,ARR,FGP15,G15,FGP,ON,2026-06-05 12:50:00,514.4,OFF,2026-06-05 13:32:00,524.4,KWH,,NO
16846,05-06-2026,6E226,485679,ARR,PBB15,G15,PBB,ON,2026-06-05 12:49:00,0,OFF,2026-06-05 13:33:00,0,NULL,,NO
16847,05-06-2026,6E226,485678,ARR,PCA15,G15,PCA,ON,2026-06-05 12:53:00,699.3,OFF,2026-06-05 13:32:00,751.9,KWH,,NO
16848,05-06-2026,6E832,485686,ARR,PBB12R,G12R,PBB,ON,2026-06-05 13:00:00,0,OFF,2026-06-05 13:48:00,0,NULL,Not used: PCA,YES
16849,05-06-2026,6E198,485781,ARR,PBB10R,G10R,PBB,ON,2026-06-05 13:13:00,0,OFF,2026-06-05 18:16:00,0,NULL,,NO
16850,05-06-2026,6E198,485701,ARR,FGP10R,G10R,FGP,ON,2026-06-05 13:14:00,4451.9,OFF,2026-06-05 14:21:00,4459.8,KWH,,NO
16851,05-06-2026,6E226,485683,ARR,PBB15,G15,PBB,ON,2026-06-05 13:37:00,0,OFF,2026-06-05 13:42:00,0,NULL,,NO
16852,05-06-2026,6E226,485695,ARR,PBB15,G15,PBB,ON,2026-06-05 13:42:00,0,OFF,2026-06-05 14:03:00,0,NULL,,NO
16853,05-06-2026,6E792,485705,ARR,PBB14,G14,PBB,ON,2026-06-05 13:47:00,0,OFF,2026-06-05 14:40:00,0,NULL,,NO
16854,05-06-2026,6E2020,485712,ARR,PBB13L,G13L,PBB,ON,2026-06-05 13:53:00,0,OFF,2026-06-05 15:05:00,0,NULL,,NO
16855,05-06-2026,6E792,485704,ARR,FGP14,G14,FGP,ON,2026-06-05 13:55:00,318.3,OFF,2026-06-05 14:40:00,329.3,KWH,,NO
16856,05-06-2026,6E2020,485711,ARR,FGP13L,G13L,FGP,ON,2026-06-05 13:56:00,544.4,OFF,2026-06-05 15:02:00,563,KWH,,NO
16857,05-06-2026,6E2020,485710,ARR,PCA13L,G13L,PCA,ON,2026-06-05 13:59:00,486.1,OFF,2026-06-05 15:01:00,558.5,KWH,,NO
16858,,,485697,,PBB16,G16,PBB,ON,2026-06-05 14:02:00,0,OFF,2026-06-05 14:03:00,0,NULL,,NO
16859,05-06-2026,6E792,485703,ARR,PCA14,G14,PCA,ON,2026-06-05 14:04:00,6232.2,OFF,2026-06-05 14:39:00,6283.2,KWH,,NO
16860,05-06-2026,6E832,485682,ARR,FGP12R,G12R,FGP,ON,2026-06-05 13:01:00,570.2,OFF,2026-06-05 13:41:00,582,KWH,Not used: PCA,YES
16861,05-06-2026,6E582,485752,ARR,PCA12R,G12R,PCA,ON,2026-06-05 16:44:00,244.9,OFF,2026-06-05 17:23:00,292.1,KWH,,NO
16862,05-06-2026,6E865,485709,ARR,PBB16,G16,PBB,ON,2026-06-05 14:18:00,0,OFF,2026-06-05 14:58:00,0,NULL,,NO
16863,05-06-2026,6E865,485708,ARR,FGP16,G16,FGP,ON,2026-06-05 14:38:00,1261.8,OFF,2026-06-05 14:54:00,1266.4,KWH,,NO
16864,05-06-2026,6E865,485707,ARR,PCA16,G16,PCA,ON,2026-06-05 14:40:00,2447.4,OFF,2026-06-05 14:53:00,2461.9,KWH,,NO
16865,05-06-2026,6E2138,485721,ARR,PBB14,G14,PBB,ON,2026-06-05 15:32:00,0,OFF,2026-06-05 16:17:00,0,NULL,,NO
16866,05-06-2026,6E2138,485720,ARR,FGP14,G14,FGP,ON,2026-06-05 15:33:00,329.3,OFF,2026-06-05 16:16:00,342.1,KWH,,NO
16867,05-06-2026,6E2138,485719,ARR,PCA14,G14,PCA,ON,2026-06-05 15:34:00,6283.7,OFF,2026-06-05 16:15:00,6339.9,KWH,,NO
16868,05-06-2026,QP2022,485738,ARR,PBB17,G17,PBB,ON,2026-06-05 15:58:00,0,OFF,2026-06-05 16:47:00,0,NULL,,NO
16869,05-06-2026,QP2022,485733,ARR,FGP17,G17,FGP,ON,2026-06-05 15:58:00,1105.5,OFF,2026-06-05 16:40:00,1112.7,KWH,,NO
16870,05-06-2026,QP2022,485732,ARR,PCA17,G17,PCA,ON,2026-06-05 16:02:00,1414.1,OFF,2026-06-05 16:40:00,1467.5,KWH,,NO
16871,05-06-2026,6E5338,485742,ARR,PBB11L,G11L,PBB,ON,2026-06-05 16:31:00,0,OFF,2026-06-05 17:13:00,0,NULL,,NO
16872,05-06-2026,6E5302,485746,ARR,FGP16,G16,FGP,ON,2026-06-05 16:33:00,1266.4,OFF,2026-06-05 17:17:00,1280,KWH,,NO
16873,05-06-2026,6E5302,485749,ARR,PBB16,G16,PBB,ON,2026-06-05 16:32:00,0,OFF,2026-06-05 17:21:00,0,NULL,,NO
16874,05-06-2026,6E5302,485747,ARR,PCA16,G16,PCA,ON,2026-06-05 16:35:00,2461.9,OFF,2026-06-05 17:17:00,2509.2,KWH,,NO
16875,05-06-2026,6E6030,485748,ARR,PBB13L,G13L,PBB,ON,2026-06-05 16:37:00,0,OFF,2026-06-05 17:18:00,0,NULL,,NO
16876,05-06-2026,6E6030,485745,ARR,FGP13L,G13L,FGP,ON,2026-06-05 16:37:00,563,OFF,2026-06-05 17:16:00,573,KWH,,NO
16877,05-06-2026,6E582,485751,ARR,PBB12R,G12R,PBB,ON,2026-06-05 16:43:00,0,OFF,2026-06-05 17:23:00,0,NULL,,NO
16878,05-06-2026,6E6030,485744,ARR,PCA13L,G13L,PCA,ON,2026-06-05 16:44:00,575.5,OFF,2026-06-05 17:14:00,621.6,KWH,,NO
16879,05-06-2026,6E198,485770,ARR,FGP10R,G10R,FGP,ON,2026-06-05 17:04:00,4459.8,OFF,2026-06-05 18:06:00,4476.2,KWH,,NO
16880,05-06-2026,6E198,485769,ARR,PCA10R,G10R,PCA,ON,2026-06-05 17:06:00,395.1,OFF,2026-06-05 18:03:00,469.9,KWH,,NO
16881,05-06-2026,6E5338,485743,ARR,FGP11L,G11L,FGP,ON,2026-06-05 16:31:00,5160.1,OFF,2026-06-05 17:13:00,5171.6,KWH,,NO
16882,05-06-2026,6E5338,485741,ARR,PCA11L,G11L,PCA,ON,2026-06-05 16:34:00,1545.8,OFF,2026-06-05 17:10:00,1589.6,KWH,,NO
16883,05-06-2026,6E582,485750,ARR,FGP12R,G12R,FGP,ON,2026-06-05 16:43:00,582,OFF,2026-06-05 17:23:00,594.7,KWH,,NO
16884,05-06-2026,6E582,485754,ARR,PBB12R,G12R,PBB,ON,2026-06-05 17:27:00,0,OFF,2026-06-05 17:28:00,0,NULL,,NO
16885,05-06-2026,6E5247,485792,ARR,PBB14,G14,PBB,ON,2026-06-05 17:39:00,0,OFF,2026-06-05 18:24:00,0,NULL,Not used: PCA,YES
16886,05-06-2026,6E5247,485759,ARR,FGP14,G14,FGP,ON,2026-06-05 17:40:00,342.1,OFF,2026-06-05 17:41:00,342.1,KWH,Not used: PCA,YES
16887,05-06-2026,6E5247,485787,ARR,FGP14,G14,FGP,ON,2026-06-05 17:41:00,342.1,OFF,2026-06-05 18:21:00,355.8,KWH,Not used: PCA,YES
16888,05-06-2026,6E2048,485804,ARR,PBB15,G15,PBB,ON,2026-06-05 17:50:00,0,OFF,2026-06-05 18:34:00,0,NULL,,NO
16889,05-06-2026,6E2048,485803,ARR,FGP15,G15,FGP,ON,2026-06-05 17:51:00,524.5,OFF,2026-06-05 18:34:00,537.1,KWH,,NO
16890,05-06-2026,6E2048,485802,ARR,PCA15,G15,PCA,ON,2026-06-05 17:55:00,752.1,OFF,2026-06-05 18:32:00,799.3,KWH,,NO
16891,05-06-2026,6E2015,485919,ARR,PBB13L,G13L,PBB,ON,2026-06-05 18:18:00,0,OFF,2026-06-05 20:13:00,0,NULL,,NO
16892,05-06-2026,6E2015,485915,ARR,FGP13L,G13L,FGP,ON,2026-06-05 18:19:00,573,OFF,2026-06-05 20:10:00,606.6,KWH,,NO
16893,05-06-2026,6E2015,485896,ARR,PCA13L,G13L,PCA,ON,2026-06-05 18:20:00,621.9,OFF,2026-06-05 19:30:00,692.4,KWH,,NO
16894,06-06-2026,6E6279,485878,ARR,PBB12L,G12L,PBB,ON,2026-06-05 18:21:00,0,OFF,2026-06-05 19:07:00,0,NULL,,NO
16895,05-06-2026,6E2031,485865,ARR,PBB17,G17,PBB,ON,2026-06-05 18:24:00,0,OFF,2026-06-05 19:01:00,0,NULL,,NO
16896,05-06-2026,6E2031,485847,ARR,FGP17,G17,FGP,ON,2026-06-05 18:24:00,1112.7,OFF,2026-06-05 18:54:00,1120.8,KWH,,NO
16897,05-06-2026,6E2031,485844,ARR,PCA17,G17,PCA,ON,2026-06-05 18:26:00,1467.5,OFF,2026-06-05 18:53:00,1501.9,KWH,,NO
